hours_studied,attendance_percentage,assignments_completed,previous_exam_score,sleep_hours,extracurricular_hours,tutoring_sessions,parental_support_score,screen_time_hours,motivation_level,class_participation_score,final_marks
1.77,88.77,3,53.05,7.31,0.13,3,8,5.6,9,3,76.07
2.2,63.57,12,33.67,7.59,3.61,8,9,5.24,4,4,69.88
1.86,74.83,12,61.52,5.65,4.05,3,10,0.39,6,9,83.17
7.8,64.21,1,47.83,6.4,3.98,2,7,0.83,6,5,76.2
3.5,56.69,2,54.63,8.67,0.64,1,4,1.03,3,6,58.53
0.58,81.48,7,79.39,9.65,4.52,2,4,0.73,4,1,65.36
9.69,52.72,14,66.51,9.17,3.36,0,4,1.43,10,4,96.82
8.84,87.43,10,38.73,7.39,4.49,7,6,5.51,3,4,94.0
9.28,65.88,8,97.3,6.46,2.24,0,4,6.65,6,10,94.98
9.95,50.01,6,74.51,6.0,2.18,2,5,3.27,1,8,93.04
1.74,75.56,12,83.61,4.75,3.92,2,9,5.54,8,8,88.35
3.96,52.34,1,35.54,4.64,0.47,1,7,1.6,8,10,67.62
7.58,63.81,7,33.29,8.13,2.6,4,8,7.79,9,6,85.74
6.96,85.35,6,31.36,5.56,4.18,2,5,2.8,6,8,82.01
1.54,53.13,11,43.22,5.53,4.15,2,5,6.77,1,9,55.21
8.16,91.97,18,59.01,9.99,4.78,7,7,7.56,3,5,100.0
2.24,50.19,6,95.51,5.13,3.49,3,8,6.92,1,1,71.34
2.24,62.34,9,61.99,4.89,1.04,3,9,0.54,5,1,65.6
5.37,87.05,15,50.32,4.59,0.1,2,2,5.2,3,2,71.15
5.93,65.81,2,69.34,7.48,2.4,0,3,0.96,2,2,66.15
5.8,55.09,9,37.84,7.77,2.57,7,2,0.05,3,5,73.41
0.91,68.01,5,72.67,6.19,1.2,0,10,0.41,9,7,86.42
8.77,63.52,17,69.79,7.21,0.62,6,7,7.33,8,7,100.0
2.66,92.14,17,85.44,8.73,2.93,4,2,7.27,3,4,99.02
1.3,65.67,4,99.07,8.91,3.82,3,2,1.81,2,4,74.32
8.89,89.45,20,47.56,9.75,4.97,3,2,4.38,5,10,100.0
9.56,94.59,6,65.68,8.95,3.79,7,4,7.64,1,3,98.77
8.62,71.69,1,93.62,7.39,3.97,5,1,3.97,4,2,88.37
8.1,95.5,10,84.96,5.08,3.08,0,2,3.15,8,3,100.0
6.55,68.87,12,64.12,4.6,4.93,7,3,3.87,1,8,78.47
5.51,98.2,4,96.18,4.33,3.2,1,7,6.32,5,1,81.16
0.87,54.46,5,34.01,8.0,4.3,5,10,3.82,4,4,57.29
4.08,84.35,13,95.17,8.85,4.73,8,1,6.27,6,7,100.0
3.73,74.69,11,33.54,7.05,4.65,0,6,3.45,7,5,78.43
2.6,69.38,3,68.31,4.33,1.91,5,3,2.02,9,2,68.91
7.23,81.64,5,92.33,7.21,0.39,7,3,2.61,1,1,99.55
4.96,85.19,9,48.39,9.61,0.86,1,4,0.62,10,6,93.61
0.81,50.22,17,63.06,7.59,0.3,4,4,3.98,4,5,68.58
2.2,58.35,14,52.7,8.86,0.53,5,7,1.18,6,3,83.85
6.83,85.65,7,96.65,8.8,0.92,4,3,6.49,10,9,100.0
0.76,83.32,8,87.66,9.59,1.71,2,8,3.36,7,3,89.24
8.51,98.3,4,79.63,8.62,2.72,3,8,6.12,7,2,100.0
4.95,88.05,9,71.13,8.49,3.56,6,7,7.64,8,5,100.0
4.81,97.54,19,87.44,5.4,1.05,3,2,6.8,10,9,99.19
5.92,85.13,5,57.46,4.36,3.36,8,5,7.61,8,8,90.65
8.25,64.9,15,61.33,7.11,3.52,1,6,4.54,8,6,87.54
3.48,55.27,2,81.1,4.75,2.79,4,10,1.32,8,3,79.78
6.78,89.09,9,55.04,9.77,4.52,7,4,7.48,8,6,95.1
5.66,82.21,10,34.47,5.74,0.55,4,10,6.95,6,5,77.5
2.67,52.41,10,35.2,9.12,0.89,7,5,6.92,9,1,62.12
8.79,68.0,16,38.08,6.33,2.14,7,9,5.55,3,5,88.76
7.97,97.84,3,90.88,5.94,0.63,8,7,5.0,6,7,100.0
6.58,75.02,3,63.06,9.61,2.83,5,2,0.12,5,9,86.47
8.51,71.64,16,79.9,6.18,1.99,3,1,5.98,8,1,99.75
8.67,72.88,8,57.5,6.34,1.42,2,2,0.73,4,3,86.82
7.08,60.44,18,48.11,4.64,0.85,4,3,2.08,4,8,85.91
8.37,68.44,4,54.3,8.02,1.68,5,2,4.41,10,6,96.18
6.97,68.49,5,85.59,5.73,3.04,2,3,3.61,10,5,92.62
6.8,52.62,2,73.77,7.51,2.88,1,10,0.13,5,10,90.33
6.19,88.38,0,95.63,7.55,0.82,6,9,6.59,6,2,94.58
7.53,70.83,19,77.58,8.32,0.62,4,4,7.03,4,3,100.0
1.59,91.11,15,69.91,8.47,0.13,8,9,5.45,2,2,89.14
8.81,92.52,10,72.71,7.09,0.06,2,3,4.33,2,1,100.0
8.72,60.6,12,95.97,5.99,4.4,7,1,7.69,3,7,96.37
0.29,82.87,9,85.17,9.02,0.23,5,5,0.96,2,3,76.04
8.26,73.61,2,31.68,5.86,3.66,3,10,5.9,1,7,69.46
1.29,94.01,8,67.39,7.05,4.36,8,10,1.03,8,7,100.0
3.35,60.79,11,78.18,6.41,0.49,4,2,3.05,5,8,81.6
7.44,83.89,13,82.41,9.13,2.18,5,4,4.68,10,1,100.0
1.61,80.39,0,44.92,6.59,4.81,8,2,5.9,1,5,61.41
8.18,64.77,17,90.7,6.32,4.17,6,2,0.03,9,10,100.0
8.32,56.83,16,96.91,8.14,2.45,4,3,2.08,8,9,100.0
5.07,82.58,8,46.57,7.61,3.81,1,5,4.31,4,7,71.58
0.06,86.93,8,91.78,4.64,4.17,3,4,4.26,8,1,79.95
2.87,65.78,9,36.79,7.05,1.74,1,2,5.1,10,8,73.65
6.17,82.24,18,33.9,8.41,4.46,2,10,2.43,7,3,92.59
9.81,69.76,14,39.05,9.95,2.35,2,2,4.32,7,4,87.55
6.32,85.66,4,34.04,7.77,2.64,3,6,1.52,1,4,64.53
2.6,59.96,14,89.15,6.22,5.0,5,7,1.49,6,10,73.16
6.34,94.51,19,34.13,5.36,4.22,2,10,4.61,4,8,85.72
5.4,64.37,1,49.02,9.24,1.81,0,6,5.48,10,1,67.49
7.8,68.39,12,37.26,8.89,0.05,0,7,0.96,10,8,91.62
1.07,52.9,15,50.68,5.4,3.13,8,1,0.98,10,9,77.3
7.61,55.58,14,36.34,5.2,3.52,8,6,4.52,2,9,96.78
5.41,75.79,9,76.76,8.29,3.25,4,3,2.16,10,5,97.61
9.63,63.38,13,39.33,5.89,4.84,8,1,3.14,7,4,83.91
3.42,91.77,9,89.63,5.84,4.31,6,8,3.21,9,4,100.0
6.33,50.73,13,87.2,4.91,2.24,8,4,1.43,5,9,100.0
9.32,68.95,8,30.96,5.58,0.31,6,10,0.01,8,8,89.74
1.03,66.87,13,92.7,6.57,2.38,8,8,6.83,5,10,93.67
9.37,50.97,2,32.03,8.4,3.45,1,10,5.72,7,10,80.64
6.88,56.22,19,46.78,6.02,3.04,7,4,5.52,7,7,96.75
0.68,70.68,15,32.27,5.97,2.69,6,4,4.37,9,3,59.31
3.01,74.64,1,53.51,5.71,2.34,5,10,5.61,3,4,69.24
7.08,70.21,9,65.97,6.87,1.47,4,4,7.49,1,9,91.1
0.67,76.55,2,85.77,5.08,1.39,3,6,5.33,2,8,78.6
5.82,79.76,10,53.66,6.91,2.5,6,9,2.12,6,1,81.47
3.46,50.5,10,79.38,8.23,0.8,2,5,4.56,10,3,81.8
6.21,73.2,20,43.13,4.18,1.7,7,10,3.54,10,10,100.0
0.46,98.17,20,82.54,4.06,1.62,1,8,4.45,9,2,95.66
8.72,75.95,12,46.52,4.45,2.94,0,8,4.14,3,2,80.19
9.73,83.88,6,40.05,7.21,0.33,1,4,6.87,10,8,88.11
9.69,65.59,16,42.98,9.13,4.15,8,10,5.21,2,6,98.47
7.5,88.7,1,42.74,4.03,2.81,4,9,1.51,1,6,74.69
1.3,88.65,11,65.9,9.62,3.35,7,9,0.5,2,4,85.56
7.58,76.06,9,89.14,4.64,3.52,2,5,3.39,3,1,85.57
0.25,98.8,17,35.57,9.05,1.46,6,6,0.12,7,7,78.32
0.22,56.28,10,79.49,6.9,2.35,1,5,2.55,2,8,73.61
3.24,50.85,15,75.8,7.96,4.78,7,3,2.94,5,2,92.47
4.89,88.51,16,91.08,7.06,3.83,6,8,3.0,2,2,100.0
7.7,90.36,18,47.09,6.86,4.85,4,9,7.83,7,1,95.33
6.83,56.01,17,61.51,9.01,3.73,3,4,2.43,10,4,100.0
4.46,63.28,2,94.81,8.54,0.88,0,9,2.12,8,6,85.07
2.74,50.88,20,76.2,6.9,0.32,4,9,1.04,8,5,96.19
9.97,64.67,15,57.21,4.67,2.89,8,7,4.09,8,4,100.0
4.26,88.66,5,39.2,4.69,1.79,3,8,1.23,10,4,85.18
4.51,75.9,11,48.37,8.81,1.38,8,3,4.93,9,10,96.92
1.64,67.4,10,70.69,7.18,4.04,1,5,1.24,1,7,79.14
7.95,68.59,14,80.27,6.89,1.83,3,3,4.61,1,7,92.35
6.94,50.07,14,38.71,8.08,1.59,8,7,6.61,10,2,95.2
2.21,64.99,15,71.97,9.15,4.25,3,6,0.34,2,7,82.98
0.82,82.32,9,68.52,7.77,4.23,4,3,3.36,6,2,72.52
6.8,98.71,11,65.98,8.58,1.78,7,9,3.69,1,4,99.49
6.55,92.35,12,78.31,8.59,4.16,0,1,6.33,5,1,96.45
2.73,51.18,3,88.62,6.14,4.25,0,10,3.74,5,5,71.11
9.51,94.93,6,52.61,5.64,2.12,8,3,4.54,4,1,90.93
1.51,89.16,1,92.23,8.81,0.33,8,10,6.33,5,4,76.86
4.32,89.02,14,41.24,6.26,0.01,3,7,4.48,1,9,78.86
9.44,72.9,7,42.11,9.42,2.62,1,3,2.87,6,8,87.59
4.2,69.9,6,48.67,4.42,1.72,8,3,0.69,7,6,74.28
6.39,65.15,14,38.37,4.35,4.99,3,2,5.84,8,8,74.36
3.98,53.28,13,46.12,9.56,3.86,5,9,6.97,2,5,62.16
2.74,61.41,7,37.45,7.89,3.81,0,4,7.76,7,7,56.34
9.84,62.33,11,87.52,6.28,4.78,8,10,7.41,6,8,100.0
4.09,74.2,12,39.73,8.53,4.44,4,6,6.38,9,7,73.35
8.94,87.37,10,82.31,8.03,1.59,2,2,5.15,8,4,100.0
2.3,73.69,16,33.35,7.19,0.83,3,9,6.25,4,5,74.99
2.13,52.89,16,96.4,4.59,3.73,0,7,3.46,9,10,100.0
0.31,97.89,3,79.78,8.87,1.89,8,10,4.76,1,6,85.24
6.52,97.14,20,30.48,9.2,2.37,7,5,2.79,6,6,100.0
3.69,89.26,7,83.47,5.03,3.15,3,7,2.61,8,9,96.25
8.64,99.57,4,65.99,9.1,4.54,1,4,6.05,4,10,93.5
4.73,77.22,15,84.56,9.27,2.1,8,10,3.63,2,2,100.0
9.68,98.14,3,66.57,7.3,3.92,3,7,1.7,2,6,100.0
1.86,53.78,14,74.87,7.94,1.34,8,2,1.62,10,3,87.33
8.69,68.28,11,85.04,6.29,3.49,2,7,6.87,1,2,96.47
7.77,61.27,4,58.36,5.69,0.01,6,4,5.42,5,6,96.92
7.71,59.79,15,30.19,8.33,4.36,6,4,4.37,6,4,82.43
8.45,57.04,13,89.5,9.17,0.15,3,1,3.21,4,5,98.48
7.61,81.12,9,56.66,7.92,3.56,1,3,3.45,4,5,83.06
6.26,89.07,6,64.72,7.07,0.23,8,5,0.46,5,3,93.64
1.31,78.91,12,30.54,4.95,1.33,3,5,3.64,5,4,68.12
0.33,57.35,19,64.45,4.32,2.49,7,2,6.36,9,3,76.97
9.21,90.56,4,99.05,6.67,2.1,1,4,3.1,8,7,100.0
6.17,81.8,2,49.48,4.3,0.96,7,1,3.07,9,1,77.16
7.97,69.41,14,57.68,7.42,1.67,4,9,0.13,3,6,98.02
4.82,83.71,3,78.1,6.3,3.64,6,1,3.66,3,4,76.84
1.17,63.0,14,87.04,8.54,3.35,6,6,0.2,1,1,72.54
1.25,67.26,13,59.22,5.83,0.36,8,7,4.56,10,1,83.55
6.86,95.87,19,51.68,7.56,3.74,2,3,4.05,6,5,100.0
4.3,64.53,18,95.65,7.23,0.27,3,1,6.72,4,5,90.47
2.01,73.5,12,77.4,4.03,2.71,3,7,4.65,8,10,82.3
4.92,94.51,9,38.33,4.43,1.3,4,3,2.59,2,7,84.04
0.64,85.39,20,34.82,5.74,2.94,5,10,4.13,2,4,72.06
5.82,53.11,4,63.85,9.29,1.31,2,6,5.6,7,9,85.19
2.69,57.37,19,45.41,4.88,4.92,3,6,0.75,5,4,69.01
7.98,50.39,19,47.78,8.27,1.55,2,4,4.97,1,7,82.57
3.1,81.55,5,91.44,9.84,1.21,1,6,7.33,7,5,92.73
4.55,72.38,3,36.27,8.74,1.39,8,10,2.39,7,5,79.28
0.12,56.71,1,80.08,5.46,4.48,0,4,5.01,10,6,63.74
0.72,97.9,15,48.98,9.45,3.18,1,8,6.57,6,8,71.7
3.92,76.48,17,83.22,4.56,3.65,7,9,4.09,4,5,100.0
4.8,62.09,4,80.57,6.81,4.59,6,2,5.74,8,3,77.01
6.0,75.03,3,30.52,9.33,4.56,0,7,2.49,2,6,69.37
2.92,83.98,12,65.64,7.85,3.69,4,9,2.45,2,2,80.87
6.95,53.81,18,39.75,6.48,0.99,5,9,5.34,2,8,86.1
8.6,63.74,1,90.64,5.76,4.22,4,5,5.64,3,8,93.65
7.8,90.35,12,91.01,6.25,1.02,3,1,7.5,6,3,100.0
0.4,72.98,10,59.28,7.05,3.71,0,6,1.8,1,8,71.45
4.81,77.33,3,61.11,5.91,3.43,6,8,3.75,2,9,86.99
1.05,71.64,19,51.23,9.81,3.79,8,1,2.0,10,5,79.66
2.42,52.19,19,80.16,9.6,2.66,5,2,0.64,2,5,82.0
9.87,58.29,14,55.11,9.22,3.19,2,1,3.23,1,6,89.92
1.42,72.28,3,48.75,6.53,4.77,3,5,2.99,3,7,53.91
4.99,60.46,8,60.26,8.15,0.51,4,2,2.16,10,3,74.34
6.18,52.5,6,36.4,9.42,1.54,0,10,2.38,7,5,68.71
7.02,92.18,18,82.26,9.1,3.06,4,10,2.88,1,1,100.0
5.6,99.06,18,30.88,6.49,4.82,0,4,7.91,7,10,65.04
0.1,89.66,5,75.11,4.67,0.48,8,1,6.26,5,5,67.39
3.26,92.69,5,42.8,4.45,0.11,6,7,0.57,9,4,71.63
5.18,62.1,19,46.27,7.46,0.28,2,8,6.98,2,1,81.13
0.88,98.03,14,74.49,7.86,0.26,8,5,5.07,1,7,91.58
3.51,59.85,14,99.51,9.1,4.54,1,2,7.12,9,1,88.7
0.33,97.57,19,84.44,5.76,3.61,6,8,2.73,8,8,100.0
0.79,99.74,8,45.81,5.0,3.39,8,1,3.72,10,10,83.39
3.97,85.59,3,42.32,6.27,2.61,5,7,7.17,6,2,63.97
1.33,99.06,17,90.64,6.12,3.91,4,1,2.18,5,10,100.0
5.68,78.48,17,61.09,4.79,0.78,6,6,7.32,8,5,96.77
6.89,62.98,4,39.59,8.03,1.96,5,6,6.63,8,6,82.7
8.01,71.85,19,90.35,7.05,2.45,4,5,7.84,5,9,100.0
2.0,79.68,10,87.13,8.33,0.55,1,2,2.59,7,7,88.37
1.67,53.65,4,98.87,6.12,2.1,7,2,1.89,1,6,74.94
1.05,81.12,3,93.68,5.95,1.58,6,9,2.65,4,5,83.61
6.36,99.06,11,89.63,6.84,0.18,5,5,7.64,2,6,100.0
7.06,59.51,1,33.68,9.26,0.68,4,5,2.66,10,4,77.8
0.32,89.63,12,37.31,4.24,3.82,4,7,4.52,3,1,60.95
9.36,95.39,9,69.83,8.83,0.09,8,6,3.23,1,9,100.0
0.52,97.19,8,67.2,6.21,4.67,0,2,3.17,2,5,67.8
5.41,98.01,9,62.06,9.13,0.43,8,1,1.55,1,8,92.61
7.09,76.07,6,57.78,8.81,4.0,5,5,4.3,8,7,97.08
8.71,98.87,3,60.18,6.09,4.49,3,4,6.8,4,8,79.97
7.14,87.87,18,69.85,8.16,4.71,6,3,0.4,3,1,99.0
8.02,58.08,9,30.15,4.96,4.34,8,2,7.11,1,9,68.39
3.39,73.85,2,48.25,9.38,1.44,4,10,5.32,2,1,61.25
8.15,85.92,20,66.28,6.43,1.67,4,2,4.93,3,3,100.0
0.8,62.37,18,80.56,6.73,2.13,7,4,5.01,3,8,76.53
8.95,82.03,20,42.19,8.23,0.7,6,2,2.37,6,1,99.07
5.48,83.33,1,68.28,8.93,0.11,7,4,3.32,10,1,89.08
8.17,58.13,19,80.01,5.42,4.35,1,3,6.39,8,6,93.98
4.52,78.25,9,61.12,7.97,2.77,8,9,2.45,6,5,91.85
6.44,88.58,1,31.9,6.35,3.04,2,7,3.76,2,6,63.65
5.26,74.94,1,61.45,6.21,4.63,5,3,0.16,2,3,81.25
7.32,50.61,16,50.75,8.14,3.33,5,8,5.87,7,10,100.0
0.82,50.45,15,95.08,6.32,3.45,1,9,3.34,1,10,79.46
0.6,67.85,15,38.72,6.08,3.93,6,7,4.2,1,6,61.11
2.47,96.31,13,75.67,9.02,0.58,8,6,0.92,7,2,100.0
1.6,61.43,6,33.69,4.61,1.8,0,4,7.93,9,8,59.85
8.72,81.72,20,61.23,8.06,4.84,7,5,2.42,5,6,100.0
2.19,61.1,10,68.78,5.49,4.61,1,8,5.08,1,4,59.51
9.76,66.08,0,50.86,4.09,4.42,0,3,4.65,5,4,70.76
3.37,92.4,10,61.86,5.0,2.26,7,2,6.28,1,7,78.53
1.82,86.44,20,41.45,7.64,4.29,1,3,2.35,10,3,80.96
7.9,54.77,3,51.29,8.25,0.24,5,7,6.05,9,3,84.36
6.59,71.44,6,73.48,4.13,0.74,5,8,3.06,4,6,92.84
4.98,51.46,14,51.13,4.22,2.07,4,1,3.29,9,9,88.07
5.55,74.04,17,92.98,9.42,2.42,7,7,5.38,2,1,100.0
7.19,83.12,11,73.99,4.44,1.32,2,9,6.27,7,5,100.0
2.28,55.93,16,60.71,9.37,1.78,3,3,5.33,2,1,60.77
9.96,64.44,0,32.71,5.37,0.81,6,3,7.2,4,1,75.38
9.75,69.89,10,64.97,8.44,2.45,6,8,2.28,6,3,100.0
6.5,95.98,0,83.53,5.86,3.97,7,4,7.2,2,3,83.98
2.0,99.66,14,48.59,9.15,3.31,1,8,1.05,2,4,76.41
6.8,52.25,20,86.47,8.2,0.54,1,5,5.28,2,3,92.36
0.72,88.05,9,47.63,6.41,2.44,3,3,4.38,3,6,61.39
0.31,68.59,6,87.66,4.46,3.49,8,4,3.96,5,4,65.96
2.58,69.62,1,35.97,8.4,2.65,8,4,2.49,9,8,64.97
4.63,87.71,9,90.63,7.7,1.96,3,8,4.03,6,1,89.5
8.68,95.92,3,64.94,4.02,3.11,8,6,1.29,9,8,95.5
7.27,97.55,11,50.76,4.06,4.84,2,7,2.95,10,1,86.77
7.43,78.86,18,48.56,8.85,0.47,4,9,0.79,5,1,100.0
4.25,67.86,10,60.24,5.56,1.95,8,6,4.57,6,7,88.05
3.46,89.38,7,99.93,7.82,2.03,5,3,0.77,10,1,93.35
3.71,62.55,17,45.42,6.73,2.88,2,3,1.28,8,9,77.93
9.88,78.2,10,37.23,9.18,0.76,8,3,0.68,3,8,100.0
0.4,67.93,10,70.95,9.5,0.88,5,10,3.05,2,1,77.68
8.67,82.83,12,64.2,9.98,1.43,3,2,6.74,3,2,90.85
5.79,62.02,2,66.69,4.92,4.78,3,1,7.26,9,2,77.44
4.39,59.58,11,76.69,9.18,3.67,7,10,0.58,6,2,87.95
7.25,95.91,2,48.7,5.6,3.31,6,1,5.08,10,6,88.86
4.87,55.09,9,93.75,7.54,4.08,0,4,5.48,4,4,72.3
8.73,75.3,16,60.5,7.03,0.64,5,3,4.27,10,8,100.0
9.01,61.04,1,39.04,4.11,4.3,7,5,5.34,3,1,69.17
4.22,51.95,16,81.96,9.6,2.97,2,9,1.87,2,10,82.2
2.77,51.8,15,75.02,4.47,1.68,8,8,3.92,4,4,86.28
5.92,58.76,1,52.1,8.13,4.08,1,9,3.13,9,10,82.98
9.12,93.34,19,73.51,8.71,4.01,5,5,0.72,4,5,100.0
2.11,64.12,5,45.39,8.77,4.23,0,8,5.0,5,9,74.37
6.23,97.52,9,61.14,4.81,0.58,1,4,3.96,8,5,92.38
6.32,79.08,9,92.96,6.69,4.85,4,5,2.2,2,3,91.66
7.33,71.83,7,39.35,8.98,4.8,0,3,3.79,3,4,61.32
1.32,79.0,0,57.07,5.82,1.79,7,5,6.2,6,10,72.06
7.16,75.83,12,87.48,6.81,0.33,0,3,6.41,7,7,100.0
9.09,87.94,8,97.86,5.64,0.84,8,5,5.2,4,1,100.0
1.8,64.12,9,61.77,6.78,4.96,2,5,3.74,1,6,61.6
2.38,67.65,14,65.49,9.33,2.82,1,6,4.61,7,8,82.12
9.71,94.7,4,70.05,6.73,1.78,0,9,3.08,9,1,100.0
1.81,97.32,15,95.26,7.34,1.44,8,1,1.01,1,8,100.0
8.54,94.63,12,90.07,6.42,1.28,3,10,3.08,1,7,100.0
4.92,70.97,19,41.94,6.76,3.32,0,6,4.24,1,1,71.21
2.47,89.02,17,60.57,4.09,2.1,0,1,4.79,10,9,88.66
8.71,73.82,10,62.48,5.7,4.83,6,6,7.49,7,3,92.85
4.45,74.88,8,85.24,6.62,3.42,1,2,6.22,9,2,81.4
5.15,60.23,15,72.2,7.8,3.96,6,8,1.22,3,7,96.0
3.59,79.56,1,75.8,6.7,1.46,6,3,1.39,8,3,80.72
5.93,59.31,1,99.87,6.03,0.4,8,10,0.8,9,1,92.66
1.64,66.58,11,35.25,6.33,2.44,6,6,5.91,3,10,72.91
3.91,92.75,7,45.61,5.45,1.57,0,6,5.65,3,3,61.28
9.69,60.35,8,58.55,9.55,1.01,7,4,7.89,1,6,87.42
2.58,53.56,11,54.34,7.13,4.76,7,5,4.18,2,3,67.63
6.57,53.45,8,31.52,4.08,2.22,3,2,6.61,7,5,68.32
3.25,97.04,9,36.42,4.12,0.87,7,10,4.61,3,9,80.67
7.73,75.35,1,77.67,9.84,0.99,3,10,6.99,7,7,80.87
1.31,70.47,15,91.55,5.33,1.4,7,8,5.77,5,2,84.47
9.7,90.54,19,66.0,8.83,5.0,4,10,5.14,10,1,100.0
4.54,91.79,6,67.74,4.35,1.34,3,7,4.52,8,7,88.24
2.36,66.61,1,47.86,9.53,1.64,5,10,5.78,5,4,67.84
0.73,84.68,0,83.75,9.25,3.3,1,6,3.36,3,7,74.98
1.7,88.56,18,82.63,7.43,1.47,1,7,0.77,9,6,100.0
5.2,82.73,3,71.19,4.05,1.08,1,1,0.32,7,7,77.55
3.37,57.58,1,44.89,5.55,0.79,8,5,3.83,5,4,60.85
8.29,93.79,13,36.79,6.44,1.56,2,7,4.79,7,3,98.84
4.31,76.95,1,34.5,6.76,0.53,3,1,0.63,10,5,67.91
2.49,64.12,14,71.49,5.79,0.09,7,2,2.3,9,3,85.63
6.17,71.26,11,87.75,4.2,4.02,3,9,2.58,5,3,96.37
7.07,51.88,4,90.08,7.54,0.69,6,3,4.5,7,4,97.08
1.67,56.39,19,62.45,7.14,3.88,4,6,2.23,9,8,81.54
1.68,88.28,6,84.9,5.7,3.99,8,7,0.77,1,2,77.45
0.37,50.0,20,96.28,4.23,2.69,3,9,1.32,4,4,76.02
7.36,70.83,9,49.26,9.97,1.55,2,5,1.39,1,3,76.24
6.64,76.13,13,57.86,6.89,0.73,1,4,6.74,8,7,92.79
4.75,52.73,13,95.2,8.54,3.68,0,2,2.27,3,2,79.1
8.44,98.65,4,53.68,6.71,3.01,5,3,5.72,2,1,90.44
8.06,61.31,17,93.97,4.26,3.28,1,5,4.54,4,10,100.0
5.85,65.21,13,98.67,5.86,0.04,7,2,7.82,3,1,91.8
8.68,65.2,1,76.33,5.92,4.64,5,4,2.18,5,6,86.66
2.06,61.52,11,87.18,9.03,0.33,4,1,1.27,8,3,77.31
1.12,50.07,5,82.47,7.93,1.83,1,4,0.42,10,7,74.88
2.7,86.47,3,78.97,5.65,2.01,6,7,1.93,8,8,91.23
0.57,98.34,12,51.49,9.81,0.01,1,3,5.47,7,5,73.86
5.31,61.21,3,34.0,5.93,2.49,4,10,0.68,8,5,73.95
9.37,83.15,13,54.01,9.99,3.76,1,8,1.96,5,2,92.58
0.39,87.09,15,76.69,9.98,4.12,1,6,6.84,10,8,82.6
1.22,92.42,3,37.18,5.15,4.4,6,6,4.66,10,10,72.5
4.52,71.13,0,30.83,5.88,2.44,8,1,0.56,6,1,62.7
9.34,65.15,12,39.78,6.92,3.15,4,5,0.38,8,10,95.32
3.16,66.26,3,80.1,7.98,0.4,6,3,0.49,1,9,78.75
5.07,85.63,19,98.1,7.17,2.44,3,10,7.54,6,1,100.0
0.42,90.84,17,98.81,9.82,0.77,1,1,6.8,6,1,90.22
1.48,59.08,5,64.58,8.34,1.85,2,8,6.76,5,1,66.29
9.87,68.55,2,90.85,5.27,1.65,1,7,7.39,4,7,99.0
9.65,95.1,12,81.58,4.63,2.12,4,7,4.04,1,4,100.0
0.05,90.33,15,65.07,8.13,2.86,5,10,1.98,10,7,94.62
9.52,99.24,4,70.09,4.95,4.51,6,10,3.21,8,5,100.0
6.39,87.71,3,39.61,8.73,1.97,2,10,5.75,6,7,84.48
8.68,69.66,20,95.64,5.87,4.91,3,4,7.01,3,10,100.0
4.55,79.53,7,54.64,5.96,3.8,7,6,3.48,3,7,70.45
5.16,83.05,18,61.23,4.06,2.56,3,9,4.28,6,4,91.51
4.89,53.92,13,77.02,8.21,3.22,6,3,7.45,7,2,88.27
6.67,77.22,6,53.37,4.68,0.51,5,9,0.86,8,8,97.63
1.4,85.47,13,47.8,8.64,4.22,6,4,6.9,5,2,65.01
0.3,58.37,5,74.17,6.95,2.91,0,5,1.27,10,9,75.61
3.08,89.03,11,31.75,8.71,4.93,2,7,3.87,6,5,77.79
7.05,79.19,15,80.45,7.5,3.18,5,6,1.75,1,9,100.0
2.02,97.61,16,65.98,4.49,4.17,2,10,4.82,6,9,92.45
6.73,52.12,12,72.4,8.59,4.0,6,8,4.47,9,8,98.97
9.7,63.27,13,74.23,4.42,1.73,8,8,3.04,10,8,100.0
0.94,80.08,6,66.89,6.87,1.3,2,8,6.91,4,4,71.74
6.73,64.83,13,70.78,5.03,2.15,0,3,5.28,10,4,92.26
4.44,85.72,14,77.87,8.51,2.34,5,10,5.77,1,2,88.77
8.68,87.95,11,82.72,9.47,1.2,0,6,1.21,9,4,100.0
1.77,55.13,16,80.92,7.32,4.47,0,7,7.07,4,4,66.28
6.93,75.69,8,90.87,7.16,2.71,7,9,1.34,2,6,100.0
8.38,75.44,14,43.26,8.58,4.89,8,10,1.78,1,3,88.01
9.45,68.46,11,58.08,4.03,4.05,1,10,1.02,3,2,89.61
6.83,96.65,1,96.35,9.51,2.78,8,4,3.52,7,8,98.1
4.97,91.38,4,57.76,5.18,4.74,4,5,7.1,10,2,87.09
6.18,84.86,12,38.74,9.9,2.52,7,8,2.02,2,8,94.13
8.69,85.72,19,66.78,8.42,4.44,6,1,2.99,9,7,100.0
5.71,73.09,7,37.66,8.65,1.79,6,6,6.77,2,3,69.08
0.3,96.05,13,44.2,7.94,1.89,3,4,4.94,5,6,74.54
9.31,84.73,14,99.88,6.83,2.09,1,5,6.01,8,6,100.0
6.9,86.45,10,67.9,7.43,2.73,4,5,1.71,10,10,100.0
6.77,93.08,0,49.88,4.28,2.77,2,2,5.73,8,5,75.67
2.16,63.7,20,99.63,7.74,2.48,8,8,1.82,3,8,100.0
6.59,90.35,2,97.66,7.76,1.53,5,2,7.9,2,5,96.0
3.94,59.76,16,60.85,9.35,4.64,0,4,4.48,9,7,86.45
